,10 / Snap-140.tif,10 / Snap-141.tif,10 / Snap-142.tif,11 / Snap-144.tif,11 / Snap-145.tif,11 / Snap-146.tif,11 / Snap-147.tif,12 / Snap-148.tif,13 / Snap-149.tif,14 / Snap-150.tif,15 / Snap-151.tif,16 / Snap-161.tif,17 / Snap-162.tif,18 / Snap-163.tif,19 / Snap-164.tif,20 / Snap-165.tif,42 / Snap-478-Image_Export-01.tif
0,185,221,195,598,573,568,574,517,591,575,634,472,551,568,625,416,77
